#,Url,"SEMrush backlinks","SEMrush subdomain backlinks","Bing index","Alexa rank","SEMrush Rank","SEMrush advertiser display ads","SEMrush publisher display ads",Domain
8,https://acornwholesalenetwork.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,acornwholesalenetwork.localfoodmarketplace.com
3,https://agconnections.localfoodmarketplace.com/Contact,wait...,wait...,wait...,285851,277520,1,1,,agconnections.localfoodmarketplace.com
8,https://aitkinfoodhub.localfoodmarketplace.com/Products/ShowAll,wait...,wait...,"13 ",285851,277520,1,1,,aitkinfoodhub.localfoodmarketplace.com
2,https://alaskafoodhub.localfoodmarketplace.com/Contact,wait...,249,"32 ",285851,277520,1,1,,alaskafoodhub.localfoodmarketplace.com
2,https://alaskamobilemarket.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,alaskamobilemarket.localfoodmarketplace.com
6,https://alg.localfoodmarketplace.com/Account/Login,4,148,"33 ",285851,277520,1,1,,alg.localfoodmarketplace.com
6,https://appfoodworks.localfoodmarketplace.com/Producers,wait...,wait...,"35 ",285851,277520,1,1,,appfoodworks.localfoodmarketplace.com
7,https://arcticharvest.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,arcticharvest.localfoodmarketplace.com
10,https://atlasfarm.localfoodmarketplace.com/Products,wait...,wait...,wait...,wait...,wait...,1,1,,atlasfarm.localfoodmarketplace.com
6,https://bcfm.localfoodmarketplace.com/GiftCert,wait...,1489,"38 ",285851,277520,1,1,,bcfm.localfoodmarketplace.com
9,https://bellairfarm.localfoodmarketplace.com/Subscriptions,wait...,wait...,wait...,wait...,wait...,1,1,,bellairfarm.localfoodmarketplace.com
6,https://blackhillsfarmersmarket.localfoodmarketplace.com/Producers,wait...,wait...,wait...,wait...,wait...,1,1,,blackhillsfarmersmarket.localfoodmarketplace.com
3,https://blueskyorganicfarms.localfoodmarketplace.com/Account/Login,wait...,wait...,"32 ",285851,277520,1,1,,blueskyorganicfarms.localfoodmarketplace.com
10,https://boisefarmersmarket.localfoodmarketplace.com/Products,wait...,wait...,wait...,wait...,wait...,1,1,,boisefarmersmarket.localfoodmarketplace.com
8,https://brookford.localfoodmarketplace.com/Subscriptions,wait...,wait...,wait...,wait...,wait...,1,1,,brookford.localfoodmarketplace.com
1,https://bwfm.localfoodmarketplace.com/,14,15,"42 ",285851,277520,1,1,,bwfm.localfoodmarketplace.com
9,https://cafe.localfoodmarketplace.com/Contact,wait...,0,"3 ",285851,277520,1,1,,cafe.localfoodmarketplace.com
2,https://cambridgevalleyfarmersmarket.localfoodmarketplace.com/Account/Register,wait...,wait...,"24 ",285851,277520,1,1,,cambridgevalleyfarmersmarket.localfoodmarketplace.com
3,https://capebreton.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,capebreton.localfoodmarketplace.com
4,https://catskillsfoodhub.localfoodmarketplace.com/Account/Register,wait...,165,"37 ",285851,277520,1,1,,catskillsfoodhub.localfoodmarketplace.com
8,https://centremarkets.localfoodmarketplace.com/Account/Login,wait...,wait...,"40 ",285851,277520,1,1,,centremarkets.localfoodmarketplace.com
9,https://cfm2go.localfoodmarketplace.com/Producers,wait...,wait...,wait...,285851,277520,1,1,,cfm2go.localfoodmarketplace.com
9,https://chesapeakefarmtotable.localfoodmarketplace.com/Account/Register,wait...,57,"41 ",285851,277520,1,1,,chesapeakefarmtotable.localfoodmarketplace.com
4,https://chillicothefarmersmarket.localfoodmarketplace.com/Producers,wait...,wait...,wait...,285851,277520,1,1,,chillicothefarmersmarket.localfoodmarketplace.com
9,https://citycommonscoop.localfoodmarketplace.com/Subscriptions,wait...,wait...,"20 ",285851,277520,1,1,,citycommonscoop.localfoodmarketplace.com
5,https://clintonvillefarmersmarket.localfoodmarketplace.com/Products,wait...,193,"23 ",285851,277520,1,1,,clintonvillefarmersmarket.localfoodmarketplace.com
8,https://communityagalliance.localfoodmarketplace.com/products,wait...,wait...,wait...,285851,277520,1,1,,communityagalliance.localfoodmarketplace.com
1,https://corbinhill.localfoodmarketplace.com/,wait...,wait...,"35 ",285851,277520,1,1,,corbinhill.localfoodmarketplace.com
1,https://countrycarrot.localfoodmarketplace.com/,11,32,"41 ",285851,277520,1,1,,countrycarrot.localfoodmarketplace.com
7,https://countryside.localfoodmarketplace.com/Producers,wait...,wait...,wait...,wait...,wait...,1,1,,countryside.localfoodmarketplace.com
2,https://curbsidemarketni.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,curbsidemarketni.localfoodmarketplace.com
6,https://dakotafresh.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,dakotafresh.localfoodmarketplace.com
8,https://deliveredfresh.localfoodmarketplace.com/Contact,wait...,wait...,"39 ",285851,277520,1,1,,deliveredfresh.localfoodmarketplace.com
6,https://eatlocalfarm.localfoodmarketplace.com/Account/Login,wait...,0,"3 ",285851,277520,1,1,,eatlocalfarm.localfoodmarketplace.com
7,https://eatlocalgreybruce.localfoodmarketplace.com/Account/Login,wait...,454,"33 ",285851,277520,1,1,,eatlocalgreybruce.localfoodmarketplace.com
1,https://ecfc.localfoodmarketplace.com/Account/Register,0,wait...,"42 ",285851,277520,1,1,,ecfc.localfoodmarketplace.com
10,https://evansville.localfoodmarketplace.com/Producers,wait...,wait...,wait...,285851,277520,1,1,,evansville.localfoodmarketplace.com
2,https://evasgarden.localfoodmarketplace.com/Products/WhatsNew,wait...,wait...,"28 ",285851,277520,1,1,,evasgarden.localfoodmarketplace.com
5,https://farmdirectcoop.localfoodmarketplace.com/Producers,wait...,27,"16 ",285851,277520,1,1,,farmdirectcoop.localfoodmarketplace.com
10,https://farmerstable.localfoodmarketplace.com/Account/Login,wait...,58,"40 ",285851,277520,1,1,,farmerstable.localfoodmarketplace.com
9,https://farmtabledelivery.localfoodmarketplace.com/Products,wait...,wait...,"37 ",285851,277520,1,1,,farmtabledelivery.localfoodmarketplace.com
3,https://fhfm.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,fhfm.localfoodmarketplace.com
6,https://fireweedfoodcoop.localfoodmarketplace.com/Products,wait...,91,"35 ",285851,277520,1,1,,fireweedfoodcoop.localfoodmarketplace.com
5,https://foodhubatl.localfoodmarketplace.com/Products,wait...,81,"33 ",285851,277520,1,1,,foodhubatl.localfoodmarketplace.com
5,https://freshfoodrevolution.localfoodmarketplace.com/Contact,wait...,68,"39 ",285851,277520,1,1,,freshfoodrevolution.localfoodmarketplace.com
7,https://frogsong.localfoodmarketplace.com/Producers,wait...,wait...,"38 ",285851,277520,1,1,,frogsong.localfoodmarketplace.com
8,https://genuineprovisions.localfoodmarketplace.com/Producers,wait...,wait...,wait...,wait...,wait...,1,1,,genuineprovisions.localfoodmarketplace.com
6,https://gorgefarmers.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,gorgefarmers.localfoodmarketplace.com
4,https://growersstation.localfoodmarketplace.com/Contact,wait...,wait...,"9 ",285851,277520,1,1,,growersstation.localfoodmarketplace.com
7,https://growinghope.localfoodmarketplace.com/Producers,wait...,wait...,wait...,285851,277520,1,1,,growinghope.localfoodmarketplace.com
6,https://gwft.localfoodmarketplace.com/Index,wait...,wait...,wait...,wait...,wait...,1,1,,gwft.localfoodmarketplace.com
9,https://hana.localfoodmarketplace.com/Contact,wait...,wait...,"39 ",285851,277520,1,1,,hana.localfoodmarketplace.com
3,https://harvestmoon.localfoodmarketplace.com/Contact,wait...,209,"33 ",285851,277520,1,1,,harvestmoon.localfoodmarketplace.com
7,https://hayshakerfarm.localfoodmarketplace.com/Products,wait...,54,wait...,285851,277520,1,1,,hayshakerfarm.localfoodmarketplace.com
7,https://henrycountyfarmersmarket.localfoodmarketplace.com/Account/Login,wait...,wait...,"43 ",285851,277520,1,1,,henrycountyfarmersmarket.localfoodmarketplace.com
1,https://highcountryfoodhub.localfoodmarketplace.com/Products,35,376,"40 ",285851,277520,1,1,,highcountryfoodhub.localfoodmarketplace.com
10,https://hillsdalefm.localfoodmarketplace.com/GiftCert,wait...,wait...,wait...,wait...,wait...,1,1,,hillsdalefm.localfoodmarketplace.com
8,https://hilltownmobilemarket.localfoodmarketplace.com/Producers,wait...,139,"36 ",285851,277520,1,1,,hilltownmobilemarket.localfoodmarketplace.com
2,https://home.localfoodmarketplace.com/portfolio/puget-sound-food-hub/,wait...,4572,"52 ",285851,277520,1,1,,home.localfoodmarketplace.com
4,https://hoosier.localfoodmarketplace.com/subscriptions,wait...,wait...,wait...,wait...,wait...,1,1,,hoosier.localfoodmarketplace.com
3,https://ithacamarket.localfoodmarketplace.com/Products/Featured,wait...,83,"43 ",285851,277520,1,1,,ithacamarket.localfoodmarketplace.com
10,https://jubileefarm.localfoodmarketplace.com/Subscriptions,wait...,86,"12 ",285851,277520,1,1,,jubileefarm.localfoodmarketplace.com
10,https://kettlevalleyfoodcoop.localfoodmarketplace.com/Products/Featured,wait...,wait...,wait...,wait...,wait...,1,1,,kettlevalleyfoodcoop.localfoodmarketplace.com
8,https://kingstonfarmcollaborative.localfoodmarketplace.com/Products,wait...,wait...,wait...,wait...,wait...,1,1,,kingstonfarmcollaborative.localfoodmarketplace.com
6,https://kitchengardenfarm.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,kitchengardenfarm.localfoodmarketplace.com
7,https://kitsapfresh.localfoodmarketplace.com/GiftCert,wait...,153,"31 ",285851,277520,1,1,,kitsapfresh.localfoodmarketplace.com
6,https://kohalafoodhub.localfoodmarketplace.com/Contact,wait...,51,"40 ",285851,277520,1,1,,kohalafoodhub.localfoodmarketplace.com
9,https://lco.localfoodmarketplace.com/Contact,wait...,37,"35 ",285851,277520,1,1,,lco.localfoodmarketplace.com
6,https://leaf.localfoodmarketplace.com/Account/Login,wait...,38,"42 ",285851,277520,1,1,,leaf.localfoodmarketplace.com
8,https://leapforlocalfood.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,leapforlocalfood.localfoodmarketplace.com
2,https://lewiswaitefarm.localfoodmarketplace.com/Account/Register,wait...,wait...,"39 ",285851,277520,1,1,,lewiswaitefarm.localfoodmarketplace.com
3,https://lincfoods.localfoodmarketplace.com/Account/Register,wait...,36,"30 ",285851,277520,1,1,,lincfoods.localfoodmarketplace.com
7,https://littlerock.localfoodmarketplace.com/Account/Login,6,430,"29 ",285851,277520,1,1,,littlerock.localfoodmarketplace.com
5,https://localeatsdelivery.localfoodmarketplace.com/Producers,wait...,wait...,wait...,285851,277520,1,1,,localeatsdelivery.localfoodmarketplace.com
1,https://localfoodmarketplace.com/cowichan/admin,wait...,wait...,"5,310 ",285851,277520,1,1,,localfoodmarketplace.com
8,https://locallygrown.localfoodmarketplace.com/Products,wait...,wait...,"31 ",285851,277520,1,1,,locallygrown.localfoodmarketplace.com
10,https://lockwoodfarms.localfoodmarketplace.com/Products,wait...,wait...,wait...,wait...,wait...,1,1,,lockwoodfarms.localfoodmarketplace.com
3,https://locodelivers.localfoodmarketplace.com/Producers,wait...,wait...,"22 ",285851,277520,1,1,,locodelivers.localfoodmarketplace.com
7,https://lonetreefoods.localfoodmarketplace.com/GiftCert,wait...,wait...,wait...,wait...,wait...,1,1,,lonetreefoods.localfoodmarketplace.com
2,https://lunenburgfarmersmarket.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,lunenburgfarmersmarket.localfoodmarketplace.com
6,https://magneyfarm.localfoodmarketplace.com/Contact,wait...,16,"49 ",285851,277520,1,1,,magneyfarm.localfoodmarketplace.com
6,https://marylandharvest.localfoodmarketplace.com/Subscriptions,wait...,wait...,wait...,285851,277520,1,1,,marylandharvest.localfoodmarketplace.com
3,https://mauifoodhubs.localfoodmarketplace.com/Contact,wait...,wait...,wait...,285851,wait...,1,1,,mauifoodhubs.localfoodmarketplace.com
6,https://memorialmarket.localfoodmarketplace.com/Producers,wait...,wait...,wait...,wait...,wait...,1,1,,memorialmarket.localfoodmarketplace.com
9,https://mendolake.localfoodmarketplace.com/Producers,wait...,101,"37 ",285851,277520,1,1,,mendolake.localfoodmarketplace.com
4,https://middlewayfarm.localfoodmarketplace.com/Products,wait...,wait...,wait...,wait...,wait...,1,1,,middlewayfarm.localfoodmarketplace.com
4,https://mifarmcoop.localfoodmarketplace.com/Subscriptions,wait...,wait...,wait...,wait...,wait...,1,1,,mifarmcoop.localfoodmarketplace.com
9,https://modocharvestfoodhub.localfoodmarketplace.com/Account/Register,wait...,wait...,wait...,285851,277520,1,1,,modocharvestfoodhub.localfoodmarketplace.com
3,https://montanacoop.localfoodmarketplace.com/Contact,wait...,wait...,"17 ",285851,277520,1,1,,montanacoop.localfoodmarketplace.com
1,https://moonriverfarm.localfoodmarketplace.com/Subscriptions,0,wait...,"12 ",285851,277520,1,1,,moonriverfarm.localfoodmarketplace.com
8,https://moonvalleyfarm.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,moonvalleyfarm.localfoodmarketplace.com
7,https://morninggloryfarm.localfoodmarketplace.com/Products,wait...,wait...,"27 ",285851,277520,1,1,,morninggloryfarm.localfoodmarketplace.com
10,https://mountainfreshies.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,mountainfreshies.localfoodmarketplace.com
8,https://mountainroots.localfoodmarketplace.com/Subscriptions,wait...,wait...,wait...,wait...,wait...,1,1,,mountainroots.localfoodmarketplace.com
1,https://nashvillegrown.localfoodmarketplace.com/Products/ShowAll,wait...,wait...,"36 ",285851,277520,1,1,,nashvillegrown.localfoodmarketplace.com
7,https://nesfp.localfoodmarketplace.com/,50,4273,"41 ",285851,277520,1,1,,nesfp.localfoodmarketplace.com
9,https://newrootskc.localfoodmarketplace.com/Producers,wait...,wait...,wait...,wait...,wait...,1,1,,newrootskc.localfoodmarketplace.com
1,https://ngfm.localfoodmarketplace.com/,wait...,wait...,"25 ",285851,277520,1,1,,ngfm.localfoodmarketplace.com
1,https://nhcommunityseafood.localfoodmarketplace.com/Subscriptions,wait...,wait...,"27 ",285851,277520,1,1,,nhcommunityseafood.localfoodmarketplace.com
8,https://nlfoodhub.localfoodmarketplace.com/Contact,wait...,wait...,"34 ",285851,277520,1,1,,nlfoodhub.localfoodmarketplace.com
9,https://northcoastfoodweb.localfoodmarketplace.com/Account/Register,wait...,300,"35 ",285851,277520,1,1,,northcoastfoodweb.localfoodmarketplace.com
10,https://northstarfoodhub.localfoodmarketplace.com/Producers,wait...,wait...,wait...,wait...,wait...,1,1,,northstarfoodhub.localfoodmarketplace.com
8,https://nwctfoodhub.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,nwctfoodhub.localfoodmarketplace.com
3,https://oharacommonslocalfoodsmarket.localfoodmarketplace.com/,wait...,wait...,wait...,285851,277520,1,1,,oharacommonslocalfoodsmarket.localfoodmarketplace.com
7,https://oliversfarmstand.localfoodmarketplace.com/Producers,wait...,wait...,wait...,wait...,wait...,1,1,,oliversfarmstand.localfoodmarketplace.com
5,https://oneidacountymarket.localfoodmarketplace.com/Products,wait...,51,"36 ",285851,277520,1,1,,oneidacountymarket.localfoodmarketplace.com
7,https://organicsitka.localfoodmarketplace.com/Index,wait...,wait...,wait...,wait...,wait...,1,1,,organicsitka.localfoodmarketplace.com
3,https://ottawavalleyfood.localfoodmarketplace.com/Account/Login,wait...,wait...,"14 ",285851,277520,1,1,,ottawavalleyfood.localfoodmarketplace.com
8,https://patchworkalliance.localfoodmarketplace.com/Producers,wait...,wait...,wait...,wait...,wait...,1,1,,patchworkalliance.localfoodmarketplace.com
10,https://pennscorner.localfoodmarketplace.com/Contact,wait...,50,"32 ",285851,277520,1,1,,pennscorner.localfoodmarketplace.com
4,https://pepperplacemarket.localfoodmarketplace.com/Producers,wait...,592,"32 ",285851,277520,1,1,,pepperplacemarket.localfoodmarketplace.com
1,https://pittsfieldtownship.localfoodmarketplace.com/Producers,3,113,"43 ",285851,277520,1,1,,pittsfieldtownship.localfoodmarketplace.com
8,https://pivotproduce.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,pivotproduce.localfoodmarketplace.com
8,https://pleasantvillefarmersmarket.localfoodmarketplace.com/Account/Register,wait...,wait...,"39 ",285851,277520,1,1,,pleasantvillefarmersmarket.localfoodmarketplace.com
8,https://profoundfoods.localfoodmarketplace.com/Account/Login,wait...,wait...,"32 ",285851,277520,1,1,,profoundfoods.localfoodmarketplace.com
10,https://queensgreens.localfoodmarketplace.com/Contact,wait...,wait...,wait...,wait...,wait...,1,1,,queensgreens.localfoodmarketplace.com
4,https://railyardsmarket.localfoodmarketplace.com/Producers,wait...,102,"32 ",285851,277520,1,1,,railyardsmarket.localfoodmarketplace.com
1,https://redriverharvest.localfoodmarketplace.com/,wait...,wait...,"46 ",285851,277520,1,1,,redriverharvest.localfoodmarketplace.com
6,https://rodgersgreensandroots.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,rodgersgreensandroots.localfoodmarketplace.com
7,https://saltandsoil.localfoodmarketplace.com/Producers,wait...,wait...,wait...,285851,277520,1,1,,saltandsoil.localfoodmarketplace.com
1,https://sanjuanislandsfoodhub.localfoodmarketplace.com/Account/Login,22,62,"45 ",285851,277520,1,1,,sanjuanislandsfoodhub.localfoodmarketplace.com
10,https://sarahardyfarmersmarket.localfoodmarketplace.com/Subscriptions,wait...,wait...,wait...,285851,277520,1,1,,sarahardyfarmersmarket.localfoodmarketplace.com
9,https://secondmilefoodhub.localfoodmarketplace.com/Producers,wait...,wait...,wait...,wait...,wait...,1,1,,secondmilefoodhub.localfoodmarketplace.com
3,https://shoptrurofarmersmarket.localfoodmarketplace.com/Producers,wait...,716,"31 ",285851,277520,1,1,,shoptrurofarmersmarket.localfoodmarketplace.com
1,https://snovalleycoop.localfoodmarketplace.com/Contact,0,wait...,"21 ",285851,277520,1,1,,snovalleycoop.localfoodmarketplace.com
1,https://southsoundfresh.localfoodmarketplace.com/Contact,wait...,wait...,"38 ",285851,277520,1,1,,southsoundfresh.localfoodmarketplace.com
2,https://southwestfarmfresh.localfoodmarketplace.com/Products,wait...,97,"38 ",285851,277520,1,1,,southwestfarmfresh.localfoodmarketplace.com
5,https://sparrowbush.localfoodmarketplace.com/Products,wait...,wait...,"34 ",285851,277520,1,1,,sparrowbush.localfoodmarketplace.com
2,https://spork.localfoodmarketplace.com/Producers,wait...,wait...,wait...,wait...,wait...,1,1,,spork.localfoodmarketplace.com
8,https://stoutoakfarm.localfoodmarketplace.com/Account/Login,wait...,wait...,wait...,285851,277520,1,1,,stoutoakfarm.localfoodmarketplace.com
2,https://sunderlandfarmcollaborative.localfoodmarketplace.com/Contact,wait...,217,"37 ",285851,277520,1,1,,sunderlandfarmcollaborative.localfoodmarketplace.com
3,https://superiorseasons.localfoodmarketplace.com/,64,1062,"30 ",285851,277520,1,1,,superiorseasons.localfoodmarketplace.com
10,https://svfm.localfoodmarketplace.com/Account/Login,wait...,225,"36 ",285851,277520,1,1,,svfm.localfoodmarketplace.com
5,https://tetonslowfood.localfoodmarketplace.com/Account/Login,wait...,17,"45 ",285851,277520,1,1,,tetonslowfood.localfoodmarketplace.com
4,https://thefarmersmarketplace.localfoodmarketplace.com/Account/Login,wait...,133,"43 ",285851,277520,1,1,,thefarmersmarketplace.localfoodmarketplace.com
2,https://thefoodshed.localfoodmarketplace.com/Producers,wait...,wait...,"41 ",285851,277520,1,1,,thefoodshed.localfoodmarketplace.com
3,https://thegoodacre.localfoodmarketplace.com/Producers,wait...,wait...,wait...,285851,277520,1,1,,thegoodacre.localfoodmarketplace.com
6,https://thewanderingmarket.localfoodmarketplace.com/Producers,wait...,12,"15 ",285851,277520,1,1,,thewanderingmarket.localfoodmarketplace.com
2,https://threeriversgrown.localfoodmarketplace.com/Producers,wait...,wait...,"29 ",285851,277520,1,1,,threeriversgrown.localfoodmarketplace.com
8,https://troymarket.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,troymarket.localfoodmarketplace.com
1,https://turnrow.localfoodmarketplace.com/Account/Login,7,202,"47 ",285851,277520,1,1,,turnrow.localfoodmarketplace.com
6,https://tvfm.localfoodmarketplace.com/Account/Register,wait...,9,"45 ",285851,277520,1,1,,tvfm.localfoodmarketplace.com
5,https://upswingfarm.localfoodmarketplace.com/Account/Login,wait...,50,"40 ",285851,277520,1,1,,upswingfarm.localfoodmarketplace.com
4,https://urbanacresproduce.localfoodmarketplace.com/Products,wait...,5,"23 ",285851,277520,1,1,,urbanacresproduce.localfoodmarketplace.com
5,https://vermillionareafarmersmarket.localfoodmarketplace.com/Producers,wait...,13,"27 ",285851,277520,1,1,,vermillionareafarmersmarket.localfoodmarketplace.com
9,https://water2table.localfoodmarketplace.com/,28,42,"29 ",285851,277520,1,1,,water2table.localfoodmarketplace.com
4,https://wffc.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,wffc.localfoodmarketplace.com
4,https://wfm2go.localfoodmarketplace.com/Account/Login,wait...,211,"37 ",285851,277520,1,1,,wfm2go.localfoodmarketplace.com
7,https://whatcheerfruitandproduce.localfoodmarketplace.com/Contact,wait...,wait...,wait...,wait...,wait...,1,1,,whatcheerfruitandproduce.localfoodmarketplace.com
5,https://whidbeyislandgrown.localfoodmarketplace.com/Account/Register,wait...,221,"40 ",285851,277520,1,1,,whidbeyislandgrown.localfoodmarketplace.com
10,https://whocooksforyoufarm.localfoodmarketplace.com/,wait...,wait...,wait...,wait...,wait...,1,1,,whocooksforyoufarm.localfoodmarketplace.com
4,https://wickedgoodproduce.localfoodmarketplace.com/Producers,wait...,wait...,"43 ",285851,277520,1,1,,wickedgoodproduce.localfoodmarketplace.com
10,https://wlfarm.localfoodmarketplace.com/Account/Login,wait...,123,"40 ",285851,277520,1,1,,wlfarm.localfoodmarketplace.com
6,https://wmgcoop.localfoodmarketplace.com/Products,wait...,77,"32 ",285851,277520,1,1,,wmgcoop.localfoodmarketplace.com
2,https://wncfarmtotable.localfoodmarketplace.com/Contact,wait...,20,"19 ",285851,277520,1,1,,wncfarmtotable.localfoodmarketplace.com
6,http://www.localfoodmarketplace.com/redhills/,wait...,wait...,wait...,285851,277520,1,1,,www.localfoodmarketplace.com
9,https://yvfoodhub.localfoodmarketplace.com/Account/Login,wait...,49,"40 ",285851,277520,1,1,,yvfoodhub.localfoodmarketplace.com
